Age,Income,Employment_Length,Loan_Amount,Interest_Rate,Loan_Status,Loan_Percent_Income,Historical_Length,Historical_Default_Y,Home_Status_MORTGAGE,Home_Status_OTHER,Home_Status_OWN,Home_Status_RENT,Loan_Intent_DEBTCONSOLIDATION,Loan_Intent_EDUCATION,Loan_Intent_HOMEIMPROVEMENT,Loan_Intent_MEDICAL,Loan_Intent_PERSONAL,Loan_Intent_VENTURE,Loan_Grade_A,Loan_Grade_B,Loan_Grade_C,Loan_Grade_D,Loan_Grade_E,Loan_Grade_F,Loan_Grade_G
0,-0.3768729989724552,-0.9367544798684635,2.425003897379414,2.133646749388584,1,3.3895563263846435,-0.9396814594354024,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
0,-1.0325908946827984,-0.6889565321274312,-1.3046362562492033,-0.5541981197992399,0,-0.5593212068384689,-0.4442717252951768,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,-0.22167349702917866,-0.19336063664536673,2.425003897379414,0.09918352466922861,1,2.6373891771992883,-0.6919765923652896,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
0,-0.22167349702917866,-0.19336063664536673,2.425003897379414,1.4276229819060682,1,2.6373891771992883,-0.6919765923652896,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
0,2.397318098263612,0.054437311095665505,1.9508970981893357,2.0252659078890742,1,-0.4653003131902996,-0.6919765923652896,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,-1.0186229395079036,-0.6889565321274312,-0.30111019796353716,1.8580497524326893,1,3.6716190073291517,-0.4442717252951768,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,-0.12467380831463085,-0.441158584386399,2.425003897379414,0.5234171042530213,1,2.35532649625478,-0.6919765923652896,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
0,-0.12467380831463085,0.55003320657773,2.425003897379414,-0.24453857265778556,1,2.35532649625478,-0.4442717252951768,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
0,0.0111257558857361,-0.441158584386399,2.425003897379414,-0.9722385084402032,1,1.8852220280139338,-0.4442717252951768,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
0,0.14692532008610304,-0.441158584386399,2.425003897379414,-0.21047602247222574,1,1.603159347069426,-0.6919765923652896,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
0,2.3972404985126405,-1.1845524276094956,2.266968297649388,0.24472351182571236,0,-0.3712794195421302,-0.6919765923652896,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0,0.2245250710577413,-0.9367544798684635,2.425003897379414,-0.12996454021544768,1,1.4151175597730872,-0.6919765923652896,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
0,0.2343026396801677,0.55003320657773,2.425003897379414,-0.09280539455847285,1,1.4151175597730872,-0.6919765923652896,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
0,0.25199538290170126,0.55003320657773,2.425003897379414,1.2913727811638283,1,1.3210966661249177,-0.9396814594354024,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
0,2.280918471806155,0.054437311095665505,-1.1307970965461744,0.24472351182571236,0,-1.4995301433201622,-0.9396814594354024,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,0.14700291983707467,0.55003320657773,2.425003897379414,1.6443846649050866,1,1.603159347069426,-0.4442717252951768,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
0,0.2943648469322157,-0.9367544798684635,2.425003897379414,0.09918352466922861,1,1.3210966661249177,-0.6919765923652896,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
0,2.203318720834517,0.7978311543187623,2.8991106965694926,-1.0930057318253705,0,-0.08921673859762219,-0.6919765923652896,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0,-1.009310969391307,-0.6889565321274312,-0.8937436969511353,1.7527655064045948,1,1.03903398518041,-0.9396814594354024,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0,0.18572519557192216,0.55003320657773,2.425003897379414,1.542197014348406,1,1.5091384534212566,-0.4442717252951768,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
0,-0.004103195242447906,-0.9367544798684635,2.425003897379414,1.3409183087064604,1,1.4151175597730872,-0.9396814594354024,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
0,0.2245250710577413,-0.6889565321274312,2.425003897379414,1.6350948784908426,1,1.4151175597730872,-0.6919765923652896,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
0,0.45732432397265604,-1.1845524276094956,2.425003897379414,0.09918352466922861,0,1.03903398518041,-0.6919765923652896,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
0,0.5271640998471305,-0.441158584386399,2.425003897379414,1.2913727811638283,0,0.9450130915322406,-0.4442717252951768,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
0,-0.9976710067455612,-0.9367544798684635,-1.2493237963436943,0.5079341268959484,0,-0.4653003131902996,-0.6919765923652896,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,0.07999553487306504,-0.441158584386399,2.425003897379414,2.477368846715598,1,1.2270757724767483,-0.4442717252951768,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
0,2.106319032119969,0.7978311543187623,1.7928614984593096,0.2942690393683451,0,-0.4653003131902996,-0.6919765923652896,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0,-0.9976710067455612,-0.19336063664536673,-0.8937436969511353,0.9104915381798394,1,0.9450130915322406,-0.4442717252951768,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,-0.9976710067455612,-0.19336063664536673,-0.7989223371131196,-0.015390507773109262,1,1.3210966661249177,-0.9396814594354024,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0,-0.9976710067455612,-1.1845524276094956,-0.9569579368431458,0.7525651691376977,1,0.6629504105877323,-0.4442717252951768,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,0.5155241372013848,-1.1845524276094956,2.425003897379414,1.0993838619361262,1,0.9450130915322406,-0.9396814594354024,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
0,2.106319032119969,-0.441158584386399,-0.38802977781505155,-0.823601925812305,0,-1.217467462375654,-0.6919765923652896,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,-0.9937134194460077,0.55003320657773,-1.0833864166271667,-0.7895393756267451,1,0.09882504869871638,-0.6919765923652896,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0,1.039322456259943,0.55003320657773,2.425003897379414,-0.3250500549145636,0,0.38088772964322437,-0.9396814594354024,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
0,1.2333218336890386,-0.19336063664536673,2.425003897379414,1.542197014348406,0,0.1928459423468858,-0.9396814594354024,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
0,1.2333218336890386,0.55003320657773,2.425003897379414,0.13943926579761792,0,0.1928459423468858,-0.4442717252951768,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
0,1.9821594305653478,-0.441158584386399,1.6348258987292834,0.16730862504034877,0,-0.4653003131902996,-0.6919765923652896,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
0,1.62132058854723,-0.19336063664536673,2.425003897379414,-0.21047602247222574,0,0.004804155050547228,-0.6919765923652896,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
0,1.9123196546908734,-0.441158584386399,-0.008744338462988742,-1.5636882434803812,0,-1.0294256750793156,-0.6919765923652896,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,-0.9782710690026516,0.55003320657773,-0.577672497491083,-0.9722385084402032,1,1.979242921662103,-0.9396814594354024,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0,-0.9782710690026516,-0.441158584386399,-1.1663551064854305,0.6256047548097013,0,-0.27725852589396077,-0.4442717252951768,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,-0.9782710690026516,0.55003320657773,-1.2098148964111877,-1.4398244246237994,0,-0.3712794195421302,-0.6919765923652896,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0,1.5825207130614107,-0.9367544798684635,2.425003897379414,1.2046681079642207,1,0.004804155050547228,-0.6919765923652896,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
0,-0.9782710690026516,-0.9367544798684635,-0.6408867373830934,0.5574796544385812,1,1.6971802407175949,-0.4442717252951768,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,-0.9685711001311968,0.3022352588366978,-0.8344803470523755,-0.436527491885487,1,0.9450130915322406,-0.4442717252951768,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0,-0.12467380831463085,-0.19336063664536673,2.3854949974469077,-0.5294253560279235,1,2.261305602606611,-0.6919765923652896,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
0,1.8153199659763255,0.054437311095665505,4.005359894679676,-1.0465567997541523,0,0.47490862329139377,-0.9396814594354024,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0,-0.07617396395735693,-0.9367544798684635,2.3064771975818945,-0.12996454021544768,1,2.0732638153102725,-0.4442717252951768,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
0,0.6513237014017517,-1.1845524276094956,2.3064771975818945,0.5667694408528247,0,0.6629504105877323,-0.9396814594354024,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
0,0.7095235146304804,0.3022352588366978,2.3064771975818945,1.4431059592631406,0,0.6629504105877323,-0.9396814594354024,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
0,1.8153199659763255,-0.6889565321274312,2.425003897379414,1.4276229819060682,0,-0.08921673859762219,-0.9396814594354024,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0,1.5049209620897726,-1.1845524276094956,2.3064771975818945,0.24472351182571236,0,0.004804155050547228,-0.6919765923652896,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
0,4.27911205932584,-0.441158584386399,2.3064771975818945,0.4614851948247302,0,-0.8413838877829769,-0.6919765923652896,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
0,-0.37679539922148353,-0.9367544798684635,2.266968297649388,0.16730862504034877,1,3.2015145390883046,-0.4442717252951768,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
0,-0.1440737460575404,0.054437311095665505,2.266968297649388,2.678647552357544,1,2.261305602606611,-0.9396814594354024,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
0,0.14692532008610304,0.55003320657773,2.266968297649388,-0.015390507773109262,1,1.4151175597730872,-0.9396814594354024,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
0,0.2245250710577413,-0.19336063664536673,2.266968297649388,0.891911965351352,1,1.3210966661249177,-0.6919765923652896,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
0,-0.9394711935168325,-0.441158584386399,-0.8937436969511353,-1.5636882434803812,1,0.47490862329139377,-0.9396814594354024,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,0.16050527650613974,0.3022352588366978,2.266968297649388,0.5822524182098976,1,1.4151175597730872,-0.9396814594354024,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
0,-0.9394711935168325,-0.9367544798684635,-1.1307970965461744,1.520520846048504,1,-0.27725852589396077,-0.9396814594354024,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0,0.9374727831096678,-0.6889565321274312,2.266968297649388,2.7839317983856384,1,0.09882504869871638,-0.6919765923652896,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
0,1.62132058854723,-1.1845524276094956,2.266968297649388,-1.0991989227681995,0,-0.08921673859762219,-0.4442717252951768,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
0,1.3885213356323152,0.55003320657773,2.266968297649388,1.536003823405577,1,0.004804155050547228,-0.9396814594354024,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
0,1.039322456259943,-0.19336063664536673,2.2274593977168817,0.7525651691376977,0,0.2868668359950552,-0.9396814594354024,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
0,0.1663252578290126,-0.441158584386399,2.1998031677641268,1.0715145026933954,1,1.3210966661249177,-0.4442717252951768,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
0,-0.12467380831463085,-0.6889565321274312,2.108932697919362,0.3531043533252213,1,1.979242921662103,-0.4442717252951768,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
0,0.030525693628645663,0.55003320657773,2.108932697919362,-0.43962408735690206,1,1.603159347069426,-0.9396814594354024,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
0,0.06932556911446479,0.55003320657773,2.029914898054349,1.000292806850861,1,1.4151175597730872,-0.9396814594354024,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
0,-0.60967225188737,-0.6889565321274312,1.9904059981218423,0.5110307223673629,1,4.423786156514506,-0.6919765923652896,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
0,-0.12467380831463085,0.3022352588366978,1.9508970981893357,-0.24453857265778556,1,1.8852220280139338,-0.4442717252951768,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
0,0.14816691610164925,-0.441158584386399,1.9508970981893357,-0.13925432662969112,0,1.2270757724767483,-0.6919765923652896,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
0,0.34092469751519866,-0.441158584386399,1.9508970981893357,0.20756436616873808,0,0.8509921978840712,-0.4442717252951768,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
0,0.65124610165078,-0.441158584386399,1.9508970981893357,-0.9784316993830324,0,0.47490862329139377,-0.4442717252951768,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
0,-0.20227355928626908,0.7978311543187623,1.8876828582973253,3.1493300640125548,1,2.0732638153102725,-0.4442717252951768,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
0,-0.06647399508590215,-0.6889565321274312,1.7928614984593096,0.09918352466922861,1,1.5091384534212566,-0.9396814594354024,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
0,0.2633249465435604,-0.441158584386399,1.7928614984593096,0.2942690393683451,0,0.8509921978840712,-0.6919765923652896,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
0,0.30212482202937957,-0.6889565321274312,1.777057938486307,0.5110307223673629,0,0.7569713042359018,-0.9396814594354024,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
0,0.06932556911446479,-0.6889565321274312,1.7138436985942964,0.6565707095238467,0,1.1330548788285788,-0.6919765923652896,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
0,-0.24107343477208823,0.55003320657773,1.6940892486280432,-1.0991989227681995,1,1.979242921662103,-0.9396814594354024,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
0,-0.9006713180310134,-1.1845524276094956,-0.7357080972211091,0.20756436616873808,0,0.7569713042359018,-0.4442717252951768,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0,-0.6678720651160986,-0.441158584386399,1.6348258987292834,0.4862579585960466,1,4.329765262866337,-0.4442717252951768,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
0,-0.9006713180310134,-0.6889565321274312,-0.5144582575990725,-0.1206747538012037,0,1.4151175597730872,-0.4442717252951768,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0,-0.65041212114748,-0.9367544798684635,1.6348258987292834,1.536003823405577,1,4.141723475569997,-0.9396814594354024,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
0,-0.4156728744582743,-0.19336063664536673,1.6348258987292834,-0.24453857265778556,1,2.5433682835511187,-0.9396814594354024,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
0,-0.9006713180310134,0.55003320657773,-1.3362433761952086,-1.0991989227681995,0,-1.0294256750793156,-0.6919765923652896,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0,-0.33031314838947223,-1.1845524276094956,1.6348258987292834,-1.3933754925525812,1,2.167284708958442,-0.4442717252951768,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
0,-0.3574730612295456,0.55003320657773,1.6348258987292834,1.4276229819060682,1,2.35532649625478,-0.4442717252951768,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
0,-0.3574730612295456,-1.1845524276094956,1.6348258987292834,1.2139578943784648,1,2.35532649625478,-0.6919765923652896,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
0,-0.24107343477208823,-0.9367544798684635,1.6348258987292834,0.24472351182571236,1,1.8852220280139338,-0.4442717252951768,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
0,-0.22167349702917866,0.054437311095665505,1.6348258987292834,0.4614851948247302,1,1.7912011343657643,-0.9396814594354024,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
0,-0.9005937182800418,0.3022352588366978,-0.39988244779480353,-1.2540286963389267,0,1.7912011343657643,-0.9396814594354024,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0,-0.18287362154335954,-0.441158584386399,1.6348258987292834,1.8116008203614715,1,1.6971802407175949,-0.9396814594354024,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
0,-0.9005937182800418,-0.6889565321274312,-1.1307970965461744,1.7899246520615697,0,-0.4653003131902996,-0.9396814594354024,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0,-0.14795373360612232,0.55003320657773,1.6348258987292834,-1.0465567997541523,1,1.603159347069426,-0.6919765923652896,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
0,-0.12467380831463085,0.55003320657773,1.6348258987292834,-0.9722385084402032,1,1.5091384534212566,-0.9396814594354024,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
0,-0.24107343477208823,0.3022352588366978,1.6348258987292834,1.17679874872149,1,1.8852220280139338,-0.6919765923652896,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
0,-0.24107343477208823,-0.6889565321274312,1.6348258987292834,0.024865233355279497,1,1.8852220280139338,-0.9396814594354024,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
0,-0.12467380831463085,-0.441158584386399,1.6348258987292834,0.36239413973946527,1,1.5091384534212566,-0.9396814594354024,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
0,-0.2312958661496618,-0.9367544798684635,1.6348258987292834,1.7527655064045948,1,1.8852220280139338,-0.4442717252951768,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
0,-0.027674119600083025,-1.1845524276094956,1.6348258987292834,-0.1206747538012037,1,1.3210966661249177,-0.6919765923652896,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
0,-0.027674119600083025,-1.1845524276094956,1.6348258987292834,-0.20737942700081127,1,1.3210966661249177,-0.9396814594354024,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
0,-0.027674119600083025,0.55003320657773,1.6348258987292834,0.13943926579761792,1,1.3210966661249177,-0.6919765923652896,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
0,-0.1440737460575404,0.55003320657773,1.6348258987292834,0.3871669035107811,1,1.603159347069426,-0.4442717252951768,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
0,-0.14399614630656876,0.054437311095665505,1.6348258987292834,-0.064936035315742,1,1.603159347069426,-0.9396814594354024,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
0,-0.017974150728628242,-0.6889565321274312,1.6348258987292834,0.6751502823523341,1,1.3210966661249177,-0.9396814594354024,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
0,0.0111257558857361,-1.1845524276094956,1.6348258987292834,0.02176863788386502,0,1.2270757724767483,-0.9396814594354024,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
0,0.05962560024301001,-0.441158584386399,1.6348258987292834,2.074811435431707,0,1.1330548788285788,-0.9396814594354024,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
0,0.08880310660834599,0.7978311543187623,1.6348258987292834,0.9445540883653991,0,1.03903398518041,-0.6919765923652896,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
0,-0.2140687214339581,-0.441158584386399,1.6348258987292834,1.2882761856924134,1,1.3210966661249177,-0.4442717252951768,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
0,-0.008274181857173463,-0.9367544798684635,1.6348258987292834,0.9507472793082281,1,1.2270757724767483,-0.6919765923652896,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
0,0.17796522047475835,-0.441158584386399,1.6348258987292834,1.6350948784908426,0,0.8509921978840712,-0.6919765923652896,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
0,-0.13443197699931436,-1.1845524276094956,1.6348258987292834,1.536003823405577,1,1.1330548788285788,-0.6919765923652896,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
0,0.18572519557192216,0.55003320657773,1.6348258987292834,-0.20737942700081127,0,0.8509921978840712,-0.6919765923652896,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
0,-0.10139388302313937,-0.19336063664536673,1.6348258987292834,0.031058424298109004,1,1.03903398518041,-0.9396814594354024,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
0,0.2245250710577413,-0.441158584386399,1.6348258987292834,0.16730862504034877,0,0.8509921978840712,-0.6919765923652896,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
